71.24,28.00
52.53,25.00
64.54,27.00
55.69,22.00
54.58,25.00
41.91,10.00
58.64,20.00
52.02,8.00
31.25,34.00
44.31,19.00
49.35,40.00
58.07,45.00
44.22,22.00
55.73,19.00
46.63,43.00
52.97,32.00
46.25,35.00
51.55,27.00
57.05,26.00
58.45,30.00
43.42,23.00
55.68,37.00
55.15,18.00
43.84,22.00
59.26,32.00
37.14,41.00
64.30,29.00
45.75,16.00
45.97,23.00
56.04,39.00
33.64,45.00
41.67,33.00
50.68,39.00
54.22,35.00
56.20,29.00
46.16,41.00
50.22,24.00
49.66,33.00
38.61,37.00
55.28,36.00
57.87,41.00
61.69,12.00
37.41,21.00
53.83,32.00
62.98,22.00
46.97,13.00
58.03,24.00
59.87,36.00
81.34,31.00
48.56,26.00
17.66,23.00
46.01,21.00
45.34,26.00
39.64,31.00
51.22,36.00
36.21,31.00
47.32,55.00
54.87,27.00
58.97,6.00
57.30,42.00
59.94,32.00
61.72,25.00
53.19,23.00
35.13,38.00
48.47,20.00
51.17,43.00
42.14,39.00
54.31,35.00
48.93,32.00
53.51,44.00
51.72,24.00
49.86,10.00
49.20,41.00
60.20,39.00
54.06,20.00
72.91,30.00
61.92,40.00
44.20,24.00
60.75,39.00
68.36,37.00
56.39,20.00
38.19,15.00
66.19,27.00
58.20,17.00
47.55,22.00
37.62,16.00
17.81,26.00
31.25,29.00
61.00,41.00
40.98,33.00
53.69,24.00
51.46,9.00
64.57,29.00
53.79,23.00
64.28,34.00
38.41,24.00
58.89,42.00
44.17,33.00
50.41,43.00
63.63,28.00
45.78,24.00
55.61,20.00
67.23,5.00
49.69,38.00
54.60,30.00
40.94,59.00
43.84,36.00
56.36,19.00
69.53,23.00
51.48,19.00
52.93,41.00
55.52,8.00
52.14,23.00
62.86,21.00
37.53,33.00
63.47,25.00
62.11,33.00
43.52,25.00
47.97,27.00
42.27,37.00
56.05,30.00
62.08,37.00
35.25,53.00
39.81,25.00
60.27,33.00
53.41,22.00
56.28,27.00
53.31,25.00
55.24,30.00
44.97,29.00
40.30,43.00
47.18,42.00
46.40,34.00
35.11,15.00
54.33,38.00
54.59,64.00
61.67,50.00
52.39,19.00
52.37,6.00
40.84,25.00
27.42,27.00
44.79,31.00
59.84,37.00
36.00,45.00
47.64,10.00
51.85,37.00
59.73,15.00
42.96,37.00
51.84,27.00
59.62,23.00
58.82,30.00
50.93,30.00
41.35,23.00
24.58,45.00
57.74,22.00
38.14,33.00
51.82,20.00
41.37,17.00
55.01,24.00
64.56,53.00
46.09,35.00
57.81,20.00
46.31,23.00
66.62,37.00
42.89,17.00
40.82,23.00
50.55,41.00
40.43,40.00
53.36,25.00
44.83,27.00
35.87,35.00
46.95,23.00
47.75,20.00
57.12,26.00
38.03,43.00
54.31,45.00
50.29,39.00
33.60,24.00
45.13,44.00
31.68,31.00
72.36,4.00
48.43,55.00
44.48,36.00
56.54,20.00
54.11,50.00
49.51,29.00
50.66,36.00
61.82,23.00
50.45,15.00
67.70,43.00
41.61,12.00
39.63,31.00
36.08,31.00
45.18,27.00
49.33,28.00
48.66,45.00
53.81,25.00
35.57,44.00
48.83,39.00
69.14,40.00
60.75,59.00
52.01,39.00
47.88,45.00
40.30,30.00
48.52,30.00
55.06,37.00
48.45,28.00
58.65,40.00
69.29,21.00
51.70,21.00
69.95,18.00
53.04,37.00
47.97,27.00
64.01,26.00
61.76,23.00
49.98,28.00
81.96,27.00
56.56,25.00
51.69,30.00
54.83,40.00
54.97,39.00
44.07,27.00
45.95,40.00
42.24,22.00
43.52,49.00
51.33,31.00
56.68,55.00
51.06,24.00
41.95,28.00
53.56,27.00
47.86,45.00
43.74,34.00
41.22,39.00
45.82,42.00
44.74,25.00
53.88,30.00
44.40,29.00
59.01,35.00
53.27,19.00
45.62,25.00
53.16,53.00
50.91,51.00
33.53,42.00
46.92,33.00
59.24,35.00
48.37,32.00
50.26,21.00
38.14,30.00
63.42,26.00
57.46,14.00
63.79,33.00
58.13,30.00
56.35,41.00
52.95,3.00
55.65,27.00
29.44,34.00
49.58,39.00
31.30,33.00
43.48,29.00
48.94,34.00
43.93,32.00
53.83,36.00
53.69,21.00
60.33,8.00
40.97,42.00
49.29,21.00
56.06,34.00
66.16,32.00
32.61,23.00
37.37,25.00
46.04,38.00
57.17,33.00
41.06,31.00
47.21,36.00
55.74,44.00
56.34,25.00
61.53,11.00
61.40,38.00
59.03,29.00
26.76,22.00
48.24,34.00
50.84,33.00
64.25,28.00
23.06,15.00
47.25,23.00
59.19,33.00
32.71,17.00
48.87,25.00
58.68,24.00
51.16,25.00
49.48,34.00
16.05,36.00
53.49,51.00
57.19,19.00
49.38,37.00
38.82,16.00
49.88,37.00
48.81,30.00
58.86,42.00
45.22,39.00
49.25,25.00
71.53,49.00
49.41,38.00
63.19,21.00
48.68,22.00
50.11,34.00
43.56,24.00
49.36,23.00
23.03,21.00
36.14,30.00
37.48,26.00
46.35,35.00
41.54,27.00
66.05,36.00
47.09,27.00
33.84,35.00
41.45,37.00
56.09,9.00
54.66,34.00
53.23,47.00
53.51,33.00
48.56,37.00
35.91,30.00
58.04,28.00
37.16,19.00
42.45,16.00
62.65,41.00
51.42,35.00
46.31,22.00
51.36,33.00
63.62,41.00
56.54,39.00
48.58,36.00
30.37,37.00
51.75,37.00
61.68,24.00
56.54,33.00
41.22,13.00
46.08,35.00
53.21,39.00
57.95,21.00
53.40,45.00
50.32,40.00
62.06,37.00
32.90,36.00
43.48,15.00
47.76,25.00
41.61,4.00
28.72,37.00
53.37,40.00
37.81,34.00
48.70,46.00
53.23,40.00
43.47,33.00
64.55,30.00
59.34,38.00
29.92,49.00
45.67,39.00
44.99,36.00
51.07,13.00
57.87,38.00
57.90,34.00
45.41,32.00
66.97,33.00
49.37,40.00
49.54,21.00
51.73,61.00
29.68,30.00
66.12,38.00
52.68,30.00
50.32,46.00
63.20,40.00
45.12,25.00
38.69,22.00
50.77,32.00
48.00,23.00
55.36,47.00
53.11,48.00
38.51,28.00
38.96,21.00
27.40,30.00
34.95,35.00
68.86,31.00
60.40,28.00
37.33,38.00
59.63,24.00
33.92,43.00
43.98,6.00
53.74,31.00
45.51,33.00
55.09,19.00
68.87,18.00
58.44,19.00
43.75,19.00
47.07,33.00
47.89,28.00
53.30,41.00
57.02,37.00
43.44,31.00
38.49,21.00
61.08,24.00
62.52,41.00
60.04,34.00
53.63,20.00
44.96,46.00
43.37,50.00
31.88,30.00
41.01,37.00
53.72,13.00
48.05,18.00
63.38,41.00
55.92,22.00
51.54,22.00
39.27,34.00
59.22,14.00
57.77,14.00
60.84,9.00
63.59,21.00
53.12,30.00
58.89,9.00
61.69,36.00
49.56,24.00
45.44,29.00
50.28,21.00
47.42,35.00
45.80,28.00
38.07,23.00
44.13,24.00
51.91,59.00
51.70,36.00
39.66,19.00
49.73,26.00
52.86,24.00
55.81,29.00
42.86,24.00
52.31,25.00
62.35,28.00
32.90,16.00
48.51,23.00
45.33,12.00
49.09,12.00
37.89,14.00
67.15,17.00
48.01,32.00
45.44,28.00
52.54,22.00
59.23,40.00
31.85,37.00
49.40,54.00
51.11,25.00
64.34,47.00
58.32,42.00
46.99,13.00
65.75,34.00
62.34,12.00
51.33,38.00
50.00,27.00
63.06,27.00
64.66,24.00
54.99,36.00
40.95,35.00
52.29,40.00
40.47,30.00
59.56,42.00
58.00,46.00
55.12,34.00
59.21,26.00
65.54,39.00
55.64,24.00
62.40,40.00
51.01,22.00
48.83,24.00
57.58,35.00
47.21,34.00
49.26,26.00
59.51,30.00
46.12,33.00
51.70,37.00
